product_id,source_name,source_url,source_title,translated_title,category_guess,source_price,source_shipping_fee,option_count,option_names,review_count,rating,seller_name,seller_score,recent_sales_hint,image_count,source_spec_text,source_component_text,collected_keyword,collected_at,collection_status,risk_hint,keyword_metadata,shipping_reliability_hint
RAW_camera_screw_adapter_10_nkit3,Taobao,https://item.taobao.com/item.htm?id=RAW_camera_screw_adapter_10_nkit3,camera screw adapter - Item 10,[자동번역] camera screw adapter - 상품 10,CAMERA_ACC,25.51,0.00,9,"Type A, Type B",1,5.0,Great Parts Store,4.8,0,5,Size: Standard,1x Screw Adapter,camera screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""camera screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""High quality spec item"",""active"":true}",NORMAL
RAW_camera_screw_adapter_11_qpq91,Taobao,https://item.taobao.com/item.htm?id=RAW_camera_screw_adapter_11_qpq91,camera screw adapter - Item 11,[자동번역] camera screw adapter - 상품 11,CAMERA_ACC,27.64,0.00,2,"Type A, Type B",576,4.5,Great Parts Store,4.8,100+,5,Size: Standard,1x Screw Adapter,camera screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""camera screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""High quality spec item"",""active"":true}",FAST
RAW_camera_screw_adapter_12_a2vsr,Taobao,https://item.taobao.com/item.htm?id=RAW_camera_screw_adapter_12_a2vsr,camera screw adapter - Item 12,[자동번역] camera screw adapter - 상품 12,CAMERA_ACC,73.53,0.00,1,"1/4, 3/8, Universal",372,4.4,Great Parts Store,4.8,100+,5,Size: Standard,1x Screw Adapter,camera screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""camera screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""High quality spec item"",""active"":true}",NORMAL
RAW_camera_screw_adapter_13_ptolc,Taobao,https://item.taobao.com/item.htm?id=RAW_camera_screw_adapter_13_ptolc,camera screw adapter - Item 13,[자동번역] camera screw adapter - 상품 13,CAMERA_ACC,14.10,0.00,1,"Type A, Type B",896,4.4,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",,camera screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""camera screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""High quality spec item"",""active"":true}",FAST
RAW_camera_screw_adapter_14_o1tfd,Taobao,https://item.taobao.com/item.htm?id=RAW_camera_screw_adapter_14_o1tfd,camera screw adapter - Item 14,[자동번역] camera screw adapter - 상품 14,CAMERA_ACC,37.14,0.00,3,"Type A, Type B",263,4.8,Great Parts Store,4.8,0,5,Size: Standard,1x Screw Adapter,camera screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""camera screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""High quality spec item"",""active"":true}",NORMAL
RAW_tripod_screw_adapter_0_ogn67,Taobao,https://item.taobao.com/item.htm?id=RAW_tripod_screw_adapter_0_ogn67,tripod screw adapter - Item 0,[자동번역] tripod screw adapter - 상품 0,CAMERA_ACC,81.20,0.00,9,"1/4, 3/8, Universal",4,4.5,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,tripod screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,POTENTIAL_RISK_DETECTED,"{""keyword"":""tripod screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Essential accessory"",""active"":true}",FAST
RAW_tripod_screw_adapter_1_e6bep,Taobao,https://item.taobao.com/item.htm?id=RAW_tripod_screw_adapter_1_e6bep,tripod screw adapter - Item 1,[자동번역] tripod screw adapter - 상품 1,CAMERA_ACC,49.87,0.00,7,"Type A, Type B",3,4.4,Great Parts Store,4.8,100+,5,Size: Standard,1x Screw Adapter,tripod screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""tripod screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Essential accessory"",""active"":true}",NORMAL
RAW_tripod_screw_adapter_2_v8lni,Taobao,https://item.taobao.com/item.htm?id=RAW_tripod_screw_adapter_2_v8lni,tripod screw adapter - Item 2,[자동번역] tripod screw adapter - 상품 2,CAMERA_ACC,22.53,0.00,10,"Type A, Type B",537,4.4,Great Parts Store,4.8,100+,5,Size: Standard,,tripod screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""tripod screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Essential accessory"",""active"":true}",FAST
RAW_tripod_screw_adapter_3_zx6m5,Taobao,https://item.taobao.com/item.htm?id=RAW_tripod_screw_adapter_3_zx6m5,tripod screw adapter - Item 3,[자동번역] tripod screw adapter - 상품 3,CAMERA_ACC,53.92,0.00,4,"1/4, 3/8, Universal",538,4.7,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,tripod screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""tripod screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Essential accessory"",""active"":true}",NORMAL
RAW_tripod_screw_adapter_4_8257l,Taobao,https://item.taobao.com/item.htm?id=RAW_tripod_screw_adapter_4_8257l,tripod screw adapter - Item 4,[자동번역] tripod screw adapter - 상품 4,CAMERA_ACC,15.17,0.00,6,"Type A, Type B",699,4.1,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,tripod screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""tripod screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Essential accessory"",""active"":true}",NORMAL
RAW_tripod_screw_adapter_5_c832m,Taobao,https://item.taobao.com/item.htm?id=RAW_tripod_screw_adapter_5_c832m,tripod screw adapter - Item 5,[자동번역] tripod screw adapter - 상품 5,CAMERA_ACC,107.75,0.00,2,"Type A, Type B",963,4.2,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,tripod screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""tripod screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Essential accessory"",""active"":true}",FAST
RAW_tripod_screw_adapter_6_0t2sh,Taobao,https://item.taobao.com/item.htm?id=RAW_tripod_screw_adapter_6_0t2sh,tripod screw adapter - Item 6,[자동번역] tripod screw adapter - 상품 6,CAMERA_ACC,21.60,0.00,7,"1/4, 3/8, Universal",588,4.8,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,tripod screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""tripod screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Essential accessory"",""active"":true}",NORMAL
RAW_tripod_screw_adapter_7_0ed2b,Taobao,https://item.taobao.com/item.htm?id=RAW_tripod_screw_adapter_7_0ed2b,tripod screw adapter - Item 7,[자동번역] tripod screw adapter - 상품 7,CAMERA_ACC,15.74,0.00,2,"Type A, Type B",4,4.9,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,tripod screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""tripod screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Essential accessory"",""active"":true}",FAST
RAW_tripod_screw_adapter_8_qol6e,Taobao,https://item.taobao.com/item.htm?id=RAW_tripod_screw_adapter_8_qol6e,tripod screw adapter - Item 8,[자동번역] tripod screw adapter - 상품 8,CAMERA_ACC,93.33,0.00,6,"Type A, Type B",101,4.3,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,tripod screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""tripod screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Essential accessory"",""active"":true}",FAST
RAW_tripod_screw_adapter_9_vl74y,Taobao,https://item.taobao.com/item.htm?id=RAW_tripod_screw_adapter_9_vl74y,tripod screw adapter - Item 9,[자동번역] tripod screw adapter - 상품 9,CAMERA_ACC,23.56,0.00,10,"1/4, 3/8, Universal",3,4.6,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,tripod screw adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""tripod screw adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Essential accessory"",""active"":true}",FAST
RAW_1/4_3/8_adapter_0_ad3p5,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_0_ad3p5,1/4 3/8 adapter - Item 0,[자동번역] 1/4 3/8 adapter - 상품 0,CAMERA_ACC,27.44,0.00,7,"1/4, 3/8, Universal",0,4.1,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,POTENTIAL_RISK_DETECTED,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",NORMAL
RAW_1/4_3/8_adapter_1_3hq21,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_1_3hq21,1/4 3/8 adapter - Item 1,[자동번역] 1/4 3/8 adapter - 상품 1,CAMERA_ACC,93.53,0.00,2,"Type A, Type B",537,4.7,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",FAST
RAW_1/4_3/8_adapter_2_rj7vw,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_2_rj7vw,1/4 3/8 adapter - Item 2,[자동번역] 1/4 3/8 adapter - 상품 2,CAMERA_ACC,15.95,0.00,1,"Type A, Type B",903,4.9,Great Parts Store,4.8,100+,5,Size: Standard,1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",NORMAL
RAW_1/4_3/8_adapter_3_jdtsl,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_3_jdtsl,1/4 3/8 adapter - Item 3,[자동번역] 1/4 3/8 adapter - 상품 3,CAMERA_ACC,52.72,0.00,2,"1/4, 3/8, Universal",1,4.1,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",FAST
RAW_1/4_3/8_adapter_4_gc9nr,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_4_gc9nr,1/4 3/8 adapter - Item 4,[자동번역] 1/4 3/8 adapter - 상품 4,CAMERA_ACC,41.68,0.00,7,"Type A, Type B",104,4.7,Great Parts Store,4.8,100+,5,Size: Standard,1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",NORMAL
RAW_1/4_3/8_adapter_5_uea94,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_5_uea94,1/4 3/8 adapter - Item 5,[자동번역] 1/4 3/8 adapter - 상품 5,CAMERA_ACC,63.35,0.00,6,"Type A, Type B",0,4.6,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",NORMAL
RAW_1/4_3/8_adapter_6_zc9hs,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_6_zc9hs,1/4 3/8 adapter - Item 6,[자동번역] 1/4 3/8 adapter - 상품 6,CAMERA_ACC,28.87,0.00,5,"1/4, 3/8, Universal",0,4.5,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",NORMAL
RAW_1/4_3/8_adapter_7_t5q4y,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_7_t5q4y,1/4 3/8 adapter - Item 7,[자동번역] 1/4 3/8 adapter - 상품 7,CAMERA_ACC,59.22,0.00,7,"Type A, Type B",4,4.9,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",FAST
RAW_1/4_3/8_adapter_8_efxiw,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_8_efxiw,1/4 3/8 adapter - Item 8,[자동번역] 1/4 3/8 adapter - 상품 8,CAMERA_ACC,66.90,0.00,8,"Type A, Type B",2,4.2,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",NORMAL
RAW_1/4_3/8_adapter_9_dsnnr,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_9_dsnnr,1/4 3/8 adapter - Item 9,[자동번역] 1/4 3/8 adapter - 상품 9,CAMERA_ACC,71.09,0.00,6,"1/4, 3/8, Universal",708,4.1,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",FAST
RAW_1/4_3/8_adapter_10_5xkij,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_10_5xkij,1/4 3/8 adapter - Item 10,[자동번역] 1/4 3/8 adapter - 상품 10,CAMERA_ACC,24.94,0.00,4,"Type A, Type B",435,4.6,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",NORMAL
